artigo_id,estrato,item_id,grau,NA,justificativa_NA,evidencia,observacoes
ID_31,MULTI,PRE,2,0,,"p. 564-565; Sec. 5.2; --; uso de recursos EMOCA, média temporal baseada em 30 frames e filtro das anotações em janela móvel de 250ms com passo de 200ms.","Grau 2. Processamento contínuo com janelas exatas especificadas tanto para o processamento visual (30 frames) quanto para a filtragem analítica das anotações (janela, passo, e deslocamento de 3s no passado)."
ID_34,MULTI,PRE,2,0,,"p. 602, 605; Sec. IV.A/IV.B; Tab. II; relata reamostragem para 60Hz, contagem exata das features e junções espaciais avaliadas com matrizes cinemáticas e de sEMG média.",Grau 2. Fornece dimensões de entrada claramente reportadas tanto para as representações anatômicas (78 posições 3D) quanto para o pré-processamento de sEMG temporal (de 1000Hz para 60Hz).
ID_33,MULTI,PRE,2,0,,"p. 644-645; Sec. 3/4.1; --; reporta reamostragem para igualar comprimentos (44,923 frames), dimensão exata dos vetores (412 e 68) e fracionamento segmentar matemático em n=450.","Grau 2. Relata não apenas o tamanho sequencial em frames e dimensões numéricas das representações, mas como exatamente elas foram empacotadas para computar causalidade temporal (segmentos 1 a 449 com length 100, e o último com length 23)."
ID_43,SER,PRE,2,0,,"p. 669; Sec. III; --; especifica recortes temporais de 2s, STFT em janela de 25ms com salto de 10ms, resultando em 64 bins Mel.",Grau 2. As características físicas da transformação computacional acústica que formam os espectrogramas de log-Mel estão explícitas e reproduzíveis.
ID_38,MULTI,PRE,2,0,,"p. 706, 709; Sec. 3.2/3.4; --; define os tamanhos dos vetores de entrada, política de preenchimento para dados ausentes, e formatação via janela de 3 segundos com deslocamento de 1 segundo.","Grau 2. Todos os limites, janelas temporais de agrupamento dos observáveis, estratégias de normalização cruzada de média zero e técnicas para cobrir valores de NaN devido a perda de quadros estão claramente definidos."
ID_04,MULTI,PRT,0,0,,"p. 1308-1311; Sec. IV; Fig. 3; particionamento, unidade de independência e regras de validação ausentes.","Grau 0. Não há citação sobre a forma como os dados multimodais foram divididos entre partições de treino e teste, nem como a independência foi garantida."
ID_07,FER,PRT,1,0,,"p. 31; Sec. III.C; --; descreve validação cruzada baseada em sujeitos, mas omite cardinalidades exatas dos subconjuntos e regra de seleção de modelo.","Grau 1. Descreve o particionamento como independente de sujeito para evitar viés, mas omite informações essenciais como o número de folds (k), o tamanho exato dos subconjuntos e o critério de validação do modelo."
ID_08,MULTI,PRT,0,0,,"p. 55; Sec. V.A; Tab. I; descreve 15-fold e 20-fold CV, mas sem declarar independência de sujeito para os frames de vídeo extraídos, caracterizando risco de vazamento.","Grau 0. O particionamento em 15-fold/20-fold cross-validation utilizando frames de vídeo gera alto risco previsível de vazamento de dados, já que quadros da mesma pessoa não possuem tratamento verificável de separação (independência de sujeito ausente)."
ID_09,MULTI,PRT,2,0,,"p. 100, 103-104; Sec. III.A.2/IV.C; Tab. II; particionamento explícito com cardinalidades baseadas em sujeitos, uso de validação para seleção do modelo e parada antecipada reportada.","Grau 2. Atende perfeitamente ao requisito informando cardinalidades, splits predefinidos independentes, critério de seleção do melhor modelo a partir da validação e parada antecipada para overfitting."
ID_12,FER,PRT,1,0,,"p. 138-140; Sec. III; --; particionamento descrito apenas por proporções (80/20), sem cardinalidades explícitas e sem declaração de independência de sujeito.","Grau 1. A proporção 80/20 é mencionada ao lado de uma técnica genérica de Grid Search, porém a omissão da cardinalidade das amostras e da independência de sujeitos barra o alcance da pontuação máxima."
ID_14,MULTI,PRT,1,0,,"p. 161; Sec. V; --; treino e teste em bases distintas garantindo independência, mas sem cardinalidades explícitas, validação interna ou critério de seleção do modelo.","Grau 1. A adoção de treino e teste cross-database assegura independência, mas falha em relatar as divisões da etapa de validação, as cardinalidades subjacentes do processo ou o critério antecipado de parada."
ID_15,FER,PRT,0,0,,"p. 198; Sec. V; --; esquema de particionamento indefinido, sem cardinalidades ou métodos de validação.",Grau 0. Não existem menções de como o banco de imagens foi subdividido para treinar o modelo.
ID_16,FER,PRT,0,0,,"p. 204; Sec. III; --; particionamento ambíguo com validação cruzada sem o valor de k, além de divisão aleatória sem garantir independência de sujeito.",Grau 0. A falta da indicação da quantidade de folds e do critério de independência entre instâncias na divisão do dataset causa grande risco de dependência dos dados de faces.
ID_17,FER,PRT,1,0,,"p. 219; Sec. V.B; --; usa as divisões de treino e teste originais das bases, mas omite cardinalidades explícitas e regras de validação para seleção do modelo.","Grau 1. O protocolo funde bases de dados pelo critério preexistente, contudo omite a cardinalidade absoluta utilizada por base e o processo de separação validatória."
ID_18,FER,PRT,0,0,,"p. 245; Sec. V; Fig. 5; particionamento indefinido, sem descrição das proporções, cardinalidades ou independência.","Grau 0. Apesar de ilustrar gráficos contendo 'validation accuracy', o artigo não estipula como, quando e sob que proporções o banco de dados foi particionado."
ID_19,MULTI,PRT,1,0,,"p. 264-266; Sec. III.A/III.D; --; reporta proporções e cardinalidades de imagens, mas não garante independência de atores/sujeitos no particionamento, nem regra clara de seleção.","Grau 1. Embora aponte as razões (80/20 e 90/10) e o tamanho total, a ausência de um particionamento focado em separar os sujeitos ou atores que compõem os dados é omitida."
ID_41,SER,PRT,2,0,,"p. 295, 309; Sec. IV.B/VII.B; --; particionamento explícito (leave-one-participant-out e splits predefinidos), uso de parada antecipada com paciência 15 e métrica CCC para validação.",Grau 2. Excelente descrição dos esquemas independentes de participantes adotados. Descreve a validação com CCC e estipula o critério de early stopping.
ID_42,SER,PRT,2,0,,"p. 404-405; Sec. 3.1/3.2; Tab. 1; particionamento independente baseado em sessões com cardinalidades explícitas em tabela, utilizando parada antecipada com paciência de 10 épocas baseada em CCC.","Grau 2. Os autores explicitam perfeitamente todos os eixos de particionamento (sessões), tamanhos subjacentes, validação por métrica e o gatilho de early stopping do processo."
ID_39,FER,PRT,2,0,,"p. 441-442; Sec. 5.4.1/5.4.2; --; uso de validação cruzada aninhada com independência de sujeito e tempo (LOPO e LOPDO), otimização de hiperparâmetros via grid search baseada em AUROC.","Grau 2. O particionamento é rigoroso com independência de usuário e dia (time-series aware), provendo clara regra de validação a partir da métrica AUROC no escopo aninhado."
ID_25,FER,PRT,0,0,,"p. 540-544; Sec. III.A; Fig. 5; menciona vagamente um 'validation split', sem indicar proporções, cardinalidades, critério de seleção ou garantia de independência.","Grau 0. Devido à omissão generalizada das métricas de particionamento, o processo padece de amostragem ambígua."
ID_27,FER,PRT,0,0,,"p. 577-580; Sec. III; Tab. 4; descreve validação cruzada de 5 folds (quintuple-crossed), mas omite a separação por sujeito, implicando risco de vazamento de dados de imagens.",Grau 0. Empregar validação cruzada aleatória em dataset constituído por milhares de imagens e vídeos advindos de poucos estudantes causa altíssimo risco e vazamento de dados (leakage).
ID_28,SER,PRT,1,0,,"p. 619; Sec. III.a.2; --; particionamento descrito apenas pela proporção 80/20, omitindo cardinalidades explícitas, conjunto de validação e declaração de independência de locutor.","Grau 1. Informa os ratios matemáticos, mas carece das delimitações validadoras do modelo em processo."
ID_31,MULTI,PRT,1,0,,"p. 633; Sec. 5.2; --; declara splits independentes de sujeito para treino, validação e teste, mas omite suas cardinalidades e utiliza a última época para teste sem regra de seleção ativa.","Grau 1. O estudo respeita os limites da avaliação livre de sujeito. Contudo, não especifica os quantitativos brutos e fixa o critério de avaliação na época de treinamento final, negligenciando a seleção ativa de modelo."
ID_34,MULTI,PRT,2,0,,"p. 685-686; Sec. V; Tab. III; aplica LOSO-CV aninhado com independência de sujeito garantida, selecionando hiperparâmetros ao maximizar o F1 score na validação.",Grau 2. Processo íntegro que utiliza Validação Cruzada Leave-One-Subject-Out para atestar independência e fundamenta as escolhas nos laços aninhados via otimização objetiva.
ID_33,MULTI,PRT,0,0,,"p. 757; Sec. 5.1; --; relata proporções de 80/10/10, mas a divisão aleatória das amostras temporais não garante a independência das díades/sujeitos, gerando risco de vazamento.",Grau 0. O agrupamento aleatório em dados altamente seriais/temporais oriundos de uma amostragem restrita de sujeitos falha em controlar o vazamento intrínseco (data leakage).
ID_43,SER,PRT,1,0,,"p. 669-670; Sec. IV; Tab. I; detalha esquemas LOSO e 5-fold CV com relação à independência de locutor, mas omite a presença de um conjunto de validação e regra de seleção.","Grau 1. Os autores diferenciam estrategicamente o uso de splits dependentes ou independentes de locutores de acordo com o paradigma de teste, todavia os hiperparâmetros são fixos e não há regra de validação documentada."
ID_38,MULTI,PRT,1,0,,"p. 825-827, 843; Sec. 4.2/A.3; Tab. 2; implementa avaliação cronológica por sessão com cardinalidades explícitas na tabela, porém declara o uso de hiperparâmetros padrão, dispensando a validação.","Grau 1. Realizou partição primorosa entre as sequências temporais de treino e teste, mas dispensa um subconjunto validador para parametrizar o modelo intencionalmente sob apelo de evitar overfit."
ID_04,MULTI,MOD,1,0,,"p. 1308, 1309; Sec. IV; --; descreve arquiteturas (CNN, LSTM) e uso do otimizador Adam, mas omite valores numéricos exatos para épocas, taxa de aprendizagem e tamanho do lote.","Grau 1. O estudo relata o uso de grid search, dropout, batch normalization e Adam, mas não especifica os valores numéricos dos hiperparâmetros selecionados (taxa de aprendizagem, tamanho do lote, épocas)."
ID_07,FER,MOD,1,0,,"p. 31, 32; Sec. III.C; Fig. 3; descreve o modelo DBN e mostra iterações em gráfico, mas omite valores exatos de taxa de aprendizagem, tamanho do lote e regularização.","Grau 1. A arquitetura DBN é identificável e os gráficos indicam cerca de 3000 iterações, mas faltam configurações críticas de treinamento como taxa de aprendizagem, tamanho do lote, e o algoritmo otimizador exato."
ID_08,MULTI,MOD,1,0,,"p. 55; Sec. V.A; --; informa modelo, épocas (100), taxa de aprendizagem (0.0001) e otimizador (Adam), mas omite o tamanho do lote.","Grau 1. Descreve a arquitetura (CNN 1D/2D) e parte substancial dos hiperparâmetros, mas a ausência do tamanho do lote e do detalhamento quantitativo da regularização impede a reprodutibilidade exata."
ID_09,MULTI,MOD,1,0,,"p. 83-87; Sec. III.A.2/III.B; Tab. II; relata taxa de aprendizagem, otimizador, regularização e parada antecipada, mas omite o tamanho do lote.","Grau 1. Um extenso detalhamento de configurações é apresentado na Tabela II (learning rate, momentum, weight decay), mas o tamanho do lote não foi declarado, o que é um parâmetro numérico essencial."
ID_12,FER,MOD,1,0,,"p. 130; Sec. III; --; menciona CNN com dropout e SVM via grid search, mas omite épocas, taxa de aprendizagem, tamanho do lote e otimizador.","Grau 1. A descrição é majoritariamente qualitativa. Informa a existência de dropout e grid search, mas omite completamente os valores numéricos dos hiperparâmetros de treinamento."
ID_14,MULTI,MOD,1,0,,"p. 143-144; Sec. III.B; --; define matematicamente os modelos (CNN 1D, rede Bayesiana), mas omite totalmente os hiperparâmetros numéricos de treinamento.","Grau 1. Identifica a arquitetura e fornece a formulação matemática, mas falha em apresentar as configurações de treino (épocas, lote, otimizador, taxa de aprendizagem)."
ID_15,FER,MOD,1,0,,"p. 177-180; Sec. IV.A/IV.B; Fig. 3; cita opções de otimizadores e apresenta gráficos com 10 épocas, mas não define a taxa de aprendizagem nem o tamanho do lote.","Grau 1. Lista otimizadores (Adam, RMSProp, SGD) sem especificar qual foi usado no modelo final, e omite a taxa de aprendizagem e o tamanho do lote."
ID_16,FER,MOD,1,0,,"p. 193; Sec. III; --; menciona dropout e descida de gradiente de forma genérica, sem relatar épocas, taxa de aprendizagem ou tamanho do lote.","Grau 1. O modelo é descrito apenas em alto nível, carecendo dos valores numéricos necessários para a reconstrução do treinamento e das regras precisas de seleção."
ID_17,FER,MOD,1,0,,"p. 207-209; Sec. IV.B; --; descreve minuciosamente as arquiteturas (DenseNet, MABD), mas omite as configurações de treino.","Grau 1. Apesar da excelente documentação da arquitetura proposta (MABD), o artigo omite todos os parâmetros numéricos essenciais do treinamento (épocas, lote, taxa de aprendizagem, otimizador)."
ID_18,FER,MOD,1,0,,"p. 230; Sec. IV; --; informa arquitetura, épocas (13), lote (65) e otimizador (SGD com momentum), mas omite a taxa de aprendizagem.","Grau 1. Descreve bem as condições de entrada e treinamento, mas a omissão da taxa de aprendizagem (learning rate) e regularização explícita reduz o grau."
ID_19,MULTI,MOD,1,0,,"p. 243, 249; Sec. III.A/IV.D; --; relata o tamanho do lote (128) e épocas, mas omite o otimizador, a taxa de aprendizagem e a regularização.","Grau 1. Apresenta arquitetura CNN e LSTM, épocas (20 a 50) e tamanho de lote da CNN, mas não menciona o algoritmo otimizador, a taxa de aprendizagem ou o método de regularização."
ID_41,SER,MOD,2,0,,"p. 267-268; Sec. IV.B; --; modelo com dropout (0.2), parada antecipada (paciência 15), lote (32), otimizador (SGD) e taxa de aprendizagem (1e-3).","Grau 2. Atende a todos os requisitos: descreve o modelo (Wav2Vec2 + BERT + GEM), regularização, paciência da parada antecipada, tamanho do lote, otimizador e taxa de aprendizagem."
ID_42,SER,MOD,2,0,,"p. 338-339; Sec. 3.2; --; relata arquitetura, dropout (0.2), parada antecipada (paciência 10), lote (32), otimizador (SGD) e taxa de aprendizagem (1e-3).",Grau 2. Apresenta descrição detalhada da arquitetura baseada em Transformers e explicita todos os parâmetros numéricos críticos exigidos para o treinamento.
ID_39,FER,MOD,1,0,,"p. 380; Sec. 5.4.2; --; informa o uso do modelo LightGBM otimizado via grid search, mas omite a lista de parâmetros avaliados e seus valores numéricos.","Grau 1. Menciona o uso de LightGBM e grid search maximizando AUROC, mas não reporta quais hiperparâmetros foram ajustados nem as taxas de aprendizagem ou iterações fixadas na seleção."
ID_25,FER,MOD,1,0,,"p. 423-425; Sec. III/III.B; --; descreve a arquitetura (DenseNet121), uso de dropout e otimizador Adam, mas não informa os valores numéricos das épocas, do tamanho do lote e da taxa de aprendizagem.","Grau 1. Relata os componentes arquiteturais e o uso de regularizadores, mas não disponibiliza os valores numéricos dos hiperparâmetros (apenas afirma que a taxa foi 'cuidadosamente escolhida')."
ID_27,FER,MOD,1,0,,"p. 447, 450; Sec. II.B/II.D; --; cita o uso de redes convolucionais, mas não apresenta nenhuma configuração numérica de treinamento (épocas, lote, otimizador, taxa).","Grau 1. O artigo menciona a criação de um modelo usando Keras/TensorFlow e a possibilidade de usar algoritmos tradicionais, mas omite os hiperparâmetros numéricos requeridos."
ID_28,SER,MOD,1,0,,"p. 487-488; Sec. III.b; --; detalha a arquitetura, dropout (0.5), lote (32), épocas (100) e otimizador (Adam), mas omite a taxa de aprendizagem.","Grau 1. Detalha bem a estrutura das camadas da RNA e a maioria das configurações de treino, faltando apenas a taxa de aprendizagem numérica."
ID_31,MULTI,MOD,1,0,,"p. 518-519; Sec. 5.2; --; informa modelo (BiLSTM), dropout (0.5), otimizador (SGD), taxa de aprendizagem (0.00001) e épocas (100/150), mas omite o tamanho do lote.","Grau 1. O modelo preditivo base (BiLSTM) é bem explicado, mas a ausência do tamanho do lote afeta a completude dos hiperparâmetros."
ID_34,MULTI,MOD,2,0,,"p. 559-560; Sec. V; Tab. III; descreve as faixas numéricas de hiperparâmetros (taxa de aprendizagem, iterações, regularizadores), método de seleção e otimização.","Grau 2. Todos os hiperparâmetros relevantes e suas matrizes de busca foram explicitamente sumarizados na Tabela III, além da clara definição matemática do treinamento MRCL e regularização L2."
ID_33,MULTI,MOD,1,0,,"p. 591-592; Sec. 4/5.1; --; detalha arquitetura, dropout (0.5), otimizador (Adam), taxa de aprendizagem (1e-3) e épocas (40), mas omite o tamanho do lote.","Grau 1. Arquitetura e esquema de redução da taxa de aprendizagem são detalhados, mas a falta do tamanho de lote restringe a reprodutibilidade."
ID_43,SER,MOD,1,0,,"p. 611, 613, 623; Sec. III/IV; --; informa modelo, dropout (0.1), regularização L2, otimizador (Adam), taxa (0.001) e épocas, mas omite o tamanho do lote local.","Grau 1. Embora a arquitetura e as configurações do Federated Learning sejam bem definidas, o tamanho do lote usado em cada dispositivo local não é declarado no texto."
ID_38,MULTI,MOD,1,0,,"p. 649-650; Sec. 3.5; --; cita o uso de hiperparâmetros padrão das bibliotecas (Scikit-learn, XGBoost), sem apresentar os valores numéricos explícitos.","Grau 1. O artigo afirma usar 'hiperparâmetros padrão' para evitar overfitting. Isso não atende à exigência estrita do checklist de prover os valores numéricos de épocas, taxa de aprendizagem e regularização no próprio documento."
ID_04,MULTI,MET,0,0,,"p. 1307; Sec. I; --; artigo menciona a busca por acurácia, mas não reporta estimativas com incerteza.","Grau 0. Não reporta incerteza para a métrica principal (acurácia), tratando-se apenas de menções conceituais ou estimativas pontuais indiretas."
ID_07,FER,MET,0,0,,"p. 31-32; Sec. IV; Tab. I/II; reporta apenas valores pontuais de acurácia, precisão e recall sem incerteza.","Grau 0. O artigo reporta as métricas de Precision, Recall e Accuracy calculadas via médias, mas omite qualquer estimativa de incerteza (como desvio padrão ou intervalos de confiança)."
ID_08,MULTI,MET,0,0,,"p. 48-49; Sec. V.A/V.B; Tab. II/III; reporta accuracy, precision, recall e F1-score apenas como estimativas pontuais.","Grau 0. Embora trate o desbalanceamento utilizando Macro Avg e Weighted Avg, o estudo apresenta apenas estimativas pontuais nas tabelas, falhando em reportar a incerteza estatística das métricas."
ID_09,MULTI,MET,0,0,,"p. 73-74, 83-85; Sec. III.A.3/IV; Tab. V/VI; reporta ACC, MSE e CCC de forma estritamente pontual.","Grau 0. O trabalho justifica o uso das métricas ACC e CCC, mas os resultados reportados nas tabelas comparativas consistem apenas em estimativas pontuais, sem representação de incerteza."
ID_12,FER,MET,0,0,,p. 114-118; References; --; ausência de relato metodológico e resultados com incerteza na amostra fornecida.,Grau 0. O material não apresenta definições de métricas de avaliação ou medições de incerteza.
ID_14,MULTI,MET,2,0,,"p. 135-139; Sec. V.B; Tab. VI/VII; reporta intervalos de confiança de 95% e testes ANOVA (p-value, F-value).","Grau 2. O estudo não só apresenta acurácia e F1-score, como também valida estatisticamente a confiabilidade do sistema utilizando testes de Variância (ANOVA) e reporta Intervalos de Confiança (95% CI)."
ID_15,FER,MET,0,0,,"p. 156; Sec. III; --; menciona cross-entropy como loss, sem relatar métricas de avaliação do modelo final com incerteza.","Grau 0. Não reporta os resultados finais do modelo e, consequentemente, nenhuma estimativa de incerteza para métricas principais."
ID_16,FER,MET,0,0,,"p. 167-169; Sec. III/IV; Tab. II; relata accuracy, precision, recall e F1 pontuais.","Grau 0. Apesar de indicar o uso de validação cruzada, os resultados extraídos são apresentados apenas por meio da matriz de confusão e métricas em valores absolutos singulares, sem reporte de desvio padrão ou variância."
ID_17,FER,MET,0,0,,p. 178-183; Sec. IV/V; Tab. II/III; acurácia reportada apenas como porcentagens pontuais singulares.,"Grau 0. A métrica de acurácia é usada exaustivamente em todas as tabelas de resultados, contudo sempre como uma estimativa pontual exata, sem medidas de incerteza."
ID_18,FER,MET,0,0,,"p. 194-195; Sec. V; Fig. 4; valores de accuracy, precision, recall e F1 expostos estritamente de maneira pontual.","Grau 0. O artigo relata um bom conjunto de métricas para balanceamento, mas falha integralmente em apresentar estimativas de incerteza."
ID_19,MULTI,MET,0,0,,p. 209-213; Sec. IV.B/IV.C; Tab. I/II/III; os resultados são estimativas pontuais estáticas em tabelas e classification reports.,"Grau 0. Embora empregue o macro e weighted average no classification report (lidando com o balanço), a incerteza do resultado ao longo de partições ou dobras não é calculada ou reportada."
ID_41,SER,MET,2,0,,"p. 257-259; Sec. VII.B/VII.C; Tab. V; reporta Média ± Desvio Padrão para PCC, além de Intervalos de Confiança (95% CI).","Grau 2. Artigo extremamente rigoroso. A métrica PCC e os coeficientes do modelo LMEM vêm acompanhados de desvio padrão amostral, p-values e os limites inferiores e superiores do intervalo de confiança de 95%."
ID_42,SER,MET,2,0,,p. 333-339; Sec. 3.2/4.1; Tab. 2; reporta UAR e CCC como Média ± Desvio Padrão e atesta significância via paired t-test.,Grau 2. Apresenta o Unweighted Average Recall (UAR) para abordar o desbalanceamento. Relata explicitamente o desvio padrão obtido após 5 execuções (runs com seeds diferentes) e utiliza testes T-pareados para provar significância (incerteza).
ID_39,FER,MET,0,0,,"p. 394-397; Sec. 6.2; Tab. 7/8; reporta AUROC, F1, Accuracy e MAE somente como estimativas pontuais.","Grau 0. Apesar de empregar o AUROC como métrica excelente para classes desbalanceadas, todas as predições e tabelas resultantes reportam um único valor absoluto (ex: AUROC 0.81), sem medidas de dispersão ou incerteza vinculadas à predição final."
ID_25,FER,MET,0,0,,"p. 457-458; Sec. IV.B; Tab. I; resultados limitados a percentuais fixos de accuracy, precision, recall e F1.","Grau 0. O artigo carece de apresentação de incerteza, disponibilizando unicamente números fixos como acurácia final de 98%."
ID_27,FER,MET,2,0,,"p. 472, 483-484; Sec. II.C/III; Tab. 7; justifica as métricas e reporta o cálculo do desvio padrão e variância das sessões ativamente.","Grau 2. Demonstra a justificativa da adoção das métricas (F-value, sensitivity). O desbalanceamento foi tratado com o aumento ativo de amostras de tédio. A incerteza é formalmente quantificada pelo desvio padrão derivado das sessões independentes de validação cruzada."
ID_28,SER,MET,0,0,,p. 515-517; Sec. IV; Tab. 1; apresenta apenas taxas absolutas pontuais de predição e acurácia de 95.67%.,Grau 0. Ausência total de qualquer métrica de incerteza agregada ao resultado do classificador.
ID_31,MULTI,MET,0,0,,"p. 554; Sec. 5.2; --; os valores CCC de teste reportados (ex: 0.552, 0.181) são pontuais sem medida de dispersão.","Grau 0. O artigo possui métrica de concordância inter-avaliadores robusta (Cronbach's alpha), contudo a avaliação do modelo preditivo final em si possui apenas uma estimativa pontual para a métrica principal (CCC)."
ID_34,MULTI,MET,2,0,,"p. 606, 611-618; Sec. V/VI; Tab. IV; uso de Macro-F1 justificado para lidar com desbalanceamento, suportado por Testes T, Wilcoxon e p-values.","Grau 2. Cumpre com todos os requisitos. Seleciona o Macro-F1 intencionalmente, reporta a dispersão/concordância em correlações estatísticas rigorosas, e submete os resultados preditivos a testes estatísticos de hipótese explícitos para atestar significância."
ID_33,MULTI,MET,0,0,,p. 654-656; Sec. 5.1/5.2; Tab. 1/2; resultados medidos e expostos unicamente em valores absolutos de CCC.,"Grau 0. A métrica principal (CCC) não conta com a presença do desvio padrão ao longo da validação cruzada, nem são realizados testes de hipótese na avaliação de ablação."
ID_43,SER,MET,0,0,,"p. 680-682; Sec. IV; Tab. II/III; a Unweighted Accuracy reportada retrata apenas a média absoluta de 5 corridas, sem a variância correspondente.","Grau 0. Embora aplique Unweighted Accuracy (UA) como resposta ativa a datasets desbalanceados de emoção, a variância ou desvio padrão dessas múltiplas execuções foi silenciado."
ID_38,MULTI,MET,2,0,,"p. 710, 714-723; Sec. 4.2/5.1; Fig. 8; F1 separado por classes devido ao desbalanceamento, com testes pareados de Wilcoxon explicitando os p-values.","Grau 2. Escolha e avaliação minuciosa das métricas: justifica o AUROC como score único global, separa a visualização do F1 em classes positivas e negativas (devido ao viés) e reporta incerteza via rigoroso teste de Wilcoxon com estatística Z e valor p."
ID_04,MULTI,CAL,0,0,,"p. 1308-1311; Sec. IV; Fig. 3; busquei por calibração, Brier, ECE ou curvas de confiabilidade e não encontrei; o estudo reporta apenas acurácia e matriz de confusão.","Grau 0. O artigo avalia apenas o desempenho preditivo (acurácia) através da matriz de confusão, sem qualquer menção à calibração das probabilidades de saída do modelo."
ID_07,FER,CAL,0,0,,p. 31-33; Sec. IV; Tab. I/II; busquei por métricas de calibração e não encontrei; o estudo reporta apenas métricas de classificação.,"Grau 0. O autor cita que o classificador computa 'valores de probabilidade' (p. 33), mas os resultados focam estritamente no desempenho preditivo pontual (Accuracy, Precision, Recall)."
ID_08,MULTI,CAL,0,0,,p. 55; Sec. IV.B; Tab. I/II; busquei por métodos de calibração das probabilidades geradas pelo Softmax e não encontrei.,"Grau 0. A camada final produz 'probabilidades de classificação' usando a função Softmax, porém não há avaliação quantitativa da calibração (ECE, Brier) nem curvas de confiabilidade para essas saídas."
ID_09,MULTI,CAL,0,0,,"p. 78, 81-85; Sec. III.B/IV; Tab. V/VI; busquei por calibração preditiva e não encontrei; menção a 'calibração' refere-se ao mecanismo de atenção.","Grau 0. O artigo menciona que o bloco SE 'calibra adaptativamente as respostas dos canais' (calibração de features, não de probabilidade). Não reporta métricas de calibração dos escores contínuos finais (CCC, MSE)."
ID_12,FER,CAL,0,0,,p. 114-118; References; --; busquei por calibração no material disponível e não encontrei.,"Grau 0. O trecho contém apenas referências bibliográficas, impossibilitando a verificação de procedimentos de calibração."
ID_14,MULTI,CAL,0,0,,p. 135-139; Sec. V.B; Tab. VI/VII; busquei por calibração de escores de predição e não encontrei.,"Grau 0. Embora cite 'intervalo de confiança' e significância estatística de questionários, não há diagrama de confiabilidade ou análise de calibração das probabilidades das predições das Redes Bayesianas ou da CNN."
ID_15,FER,CAL,0,0,,p. 156-157; Sec. III/IV; Fig. 3/4; busquei por métricas ou curvas de calibração e não encontrei; apenas curvas de loss e acurácia são apresentadas.,Grau 0. Avalia estritamente a acurácia e a perda em épocas de treino. Não há diagrama de confiabilidade ou análise da calibração das probabilidades de predição.
ID_16,FER,CAL,0,0,,p. 167-169; Sec. III/IV; Tab. II; busquei por calibração e não encontrei; o estudo reporta apenas métricas discriminativas clássicas.,"Grau 0. Apresenta matriz de confusão, acurácia, recall e F1, mas nenhuma avaliação de calibração das saídas do modelo (ex: Brier score, ECE)."
ID_17,FER,CAL,0,0,,"p. 178-183; Sec. IV/V; Tab. II/III; busquei por calibração, Platt scaling ou ECE e não encontrei.",Grau 0. Foca inteiramente em acurácia de classificação e validação cruzada entre bancos de dados. Ausência de medidas de calibração das probabilidades.
ID_18,FER,CAL,0,0,,p. 194-195; Sec. V; Fig. 4; busquei por diagramas de confiabilidade ou erro de calibração e não encontrei.,"Grau 0. Reporta diversas métricas de desempenho preditivo (Accuracy, Precision, Recall, F1), mas nenhuma métrica pertinente à calibração das saídas numéricas do modelo."
ID_19,MULTI,CAL,0,0,,p. 209-213; Sec. IV.B/IV.C; Tab. I/II/III; busquei por avaliação da confiabilidade/calibração das probabilidades de fusão e não encontrei.,"Grau 0. O artigo realiza 'fusion at decision level' das saídas dos modelos, mas não efetua nenhuma análise quantitativa de calibração (Platt scaling, Brier) nas probabilidades geradas."
ID_41,SER,CAL,0,0,,"p. 246-251; Sec. VII.A/VII.B; Tab. IV; busquei por calibração, isotonic regression ou diagramas e não encontrei.","Grau 0. O estudo prevê escores contínuos usando LMEM avaliados com métrica de correlação e regressão (PCC, R2). Não aborda a calibração preditiva dos escores gerados."
ID_42,SER,CAL,0,0,,"p. 333-334; Sec. 4.1; Tab. 2; busquei por métricas de calibração (ECE, Brier) e não encontrei.","Grau 0. Avalia apenas retenção de memória na adaptação de domínio usando as métricas CCC e UAR (desempenho preditivo contínuo e categórico), omitindo calibração."
ID_39,FER,CAL,0,0,,"p. 394-397; Sec. 6.2; Tab. 7/8; busquei por erro esperado de calibração, Brier score ou curva de calibração e não encontrei.","Grau 0. Reporta extensas métricas de classificação (AUROC, Accuracy) e regressão (MAE), mas não quantifica se as probabilidades do LightGBM estão calibradas com a frequência real."
ID_25,FER,CAL,0,0,,p. 429-431; Sec. V; Tab. II; busquei por calibração das predições da rede transferida e não encontrei.,"Grau 0. Analisa estritamente métricas de discriminação (Precision, Recall, Accuracy, F1) obtidas nas predições das imagens, sem análise de calibração."
ID_27,FER,CAL,0,0,,p. 450; Sec. II.D; Tab. 3; busquei por avaliação da calibração baseada na probabilidade máxima gerada para as linhas e não encontrei.,"Grau 0. O artigo afirma que a saída final usa o 'valor máximo de probabilidade', mas avalia apenas as classificações corretas resultantes (matriz de confusão), sem avaliar ou relatar erro de calibração."
ID_28,SER,CAL,0,0,,"p. 486-488; Sec. III.b/IV; Tab. 1; busquei por escore Brier, diagramas de confiabilidade e calibração e não encontrei.","Grau 0. Apresenta o percentual de identificação das emoções em barras, reportando puramente o nível discriminativo final (acurácia), sem qualquer menção à calibração das probabilidades da ANN."
